CustomerID,Age,Gender,Country,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisitsFrequency,Item,Churn
459,58,Female,Philippines,Platinum,41,1244,Clothing,30/11/2023,Transport planner,Daily,Jeans,TRUE
460,38,Non-Binary,Indonesia,Gold,46,571.57,Home Goods,17/6/2023,Commissioning editor,Bi-weekly,Bedding Set,TRUE
461,44,Male,China,Silver,2,293.83,Electronics,1/2/2023,Mudlogger,Bi-weekly,Laptop,FALSE
462,,Female,Iran,,7,174.4,Clothing,31/3/2023,Higher education careers adviser,Daily,Dress,FALSE
463,24,Female,India,Silver,6,1326.92,Clothing,31/7/2023,"Designer, industrial/product",Weekly,Sneakers,TRUE
464,58,Male,,Silver,34,1685.11,Electronics,19/12/2023,"Accountant, chartered public finance",Bi-weekly,Headphones,TRUE
465,47,Non-Binary,,Gold,36,917.45,Home Goods,4/4/2023,Advertising account executive,Weekly,Lamp,TRUE
466,51,Non-Binary,Indonesia,Gold,23,989.22,Electronics,21/11/2023,"Geologist, wellsite",Monthly,Smartwatch,TRUE
467,27,Female,,Bronze,1,1070.47,Electronics,13/7/2023,"Accountant, chartered management",Bi-weekly,Laptop,TRUE
468,48,Female,Bangladesh,Bronze,50,889.35,Clothing,6/3/2023,"Engineer, water",Weekly,Sneakers,FALSE
469,44,Non-Binary,Philippines,Platinum,26,537.3,Home Goods,9/2/2023,"Scientist, physiological",Monthly,Coffee Maker,TRUE
470,23,Female,Japan,Silver,34,1540.85,Home Goods,15/1/2023,Midwife,Bi-weekly,Bedding Set,TRUE
471,30,Male,Turkey,Silver,9,614.71,Home Goods,17/5/2023,Recruitment consultant,Monthly,Lamp,FALSE
472,38,Male,Japan,Silver,4,1940.95,Electronics,2/10/2023,Barrister's clerk,Daily,Smartphone,TRUE
473,64,Male,Vietnam,Silver,6,343.83,Clothing,16/9/2023,Insurance claims handler,Bi-weekly,Dress,TRUE
474,47,Non-Binary,China,Bronze,22,206.44,Electronics,8/12/2023,"Investment banker, operational",Bi-weekly,Laptop,TRUE
475,29,Male,Pakistan,Gold,25,1665.09,Electronics,31/8/2023,"Engineer, mining",Monthly,Smartwatch,FALSE
476,65,Male,Bangladesh,Silver,30,1483.88,Electronics,14/4/2023,Commercial horticulturist,Weekly,Headphones,TRUE
477,28,Non-Binary,India,Bronze,48,1877.97,Home Goods,4/11/2023,Diplomatic Services operational officer,Bi-weekly,Bedding Set,FALSE
478,41,Male,India,Silver,8,510.13,Clothing,23/7/2023,"Production assistant, radio",Daily,Sneakers,FALSE
479,43,Male,India,Bronze,3,1183.1,Home Goods,7/5/2023,Further education lecturer,Weekly,Couch,FALSE
480,28,Female,Bangladesh,Bronze,44,1256.36,Home Goods,6/12/2023,"Designer, graphic",Daily,Coffee Maker,FALSE
481,26,Female,China,Silver,21,1964.27,Home Goods,12/7/2023,Illustrator,Monthly,Couch,TRUE
482,40,Non-Binary,China,Silver,17,1802.39,Clothing,9/1/2023,"Radiographer, therapeutic",Monthly,Dress,FALSE
483,,Male,Japan,,21,1478.18,Clothing,5/3/2023,Clothing/textile technologist,Weekly,Jeans,TRUE
484,36,Female,Pakistan,Gold,30,51.4,Home Goods,21/4/2023,Print production planner,Monthly,Couch,TRUE
485,57,Male,Iran,Gold,47,173.52,Home Goods,21/6/2023,Equality and diversity officer,Weekly,Lamp,FALSE
486,,Female,Indonesia,,27,1299.76,Electronics,17/11/2023,Farm manager,Daily,Smartphone,FALSE
487,20,Male,India,Bronze,32,423.65,Electronics,19/3/2023,Drilling engineer,Monthly,Headphones,FALSE
488,41,Male,Philippines,Bronze,1,1863.91,Electronics,4/2/2023,Diplomatic Services operational officer,Monthly,Laptop,TRUE
489,58,Male,Pakistan,Gold,36,1499.78,Clothing,1/7/2023,"Scientist, biomedical",Daily,Sneakers,FALSE
490,64,Male,Iran,Gold,5,1891.98,Home Goods,17/11/2023,Airline pilot,Daily,Lamp,FALSE
491,30,Non-Binary,Vietnam,Silver,37,1269.38,Electronics,26/3/2023,Equities trader,Monthly,Headphones,TRUE
492,62,Non-Binary,Vietnam,Platinum,7,375.28,Electronics,30/3/2023,"Teacher, adult education",Monthly,Smartphone,TRUE
493,40,Female,China,Gold,24,854.07,Home Goods,30/5/2023,"Scientist, clinical (histocompatibility and immunogenetics)",Bi-weekly,Coffee Maker,TRUE
494,53,Non-Binary,Vietnam,Gold,24,1925.22,Clothing,16/6/2023,Dentist,Daily,Sneakers,FALSE
495,,Male,Turkey,,1,635.65,Electronics,18/9/2023,Sports administrator,Bi-weekly,Headphones,FALSE
496,24,Male,Vietnam,Platinum,23,354.41,Clothing,2/7/2023,Estate manager/land agent,Weekly,Sneakers,FALSE
497,54,Female,Iran,Silver,47,200.54,Clothing,3/5/2023,"Librarian, public",Weekly,T-Shirt,TRUE
498,20,Non-Binary,Philippines,Platinum,6,1571.24,Clothing,11/7/2023,Art gallery manager,Monthly,T-Shirt,FALSE
499,65,Non-Binary,Vietnam,Bronze,41,1565.97,Clothing,9/12/2023,Clinical research associate,Bi-weekly,Sneakers,FALSE
500,38,Non-Binary,Pakistan,Silver,10,148.51,Home Goods,18/6/2023,Software engineer,Monthly,Couch,FALSE
501,45,Female,Vietnam,Platinum,10,307.77,Electronics,7/5/2023,Race relations officer,Daily,Headphones,FALSE
502,43,Non-Binary,Philippines,Platinum,50,1410.85,Electronics,4/5/2023,Barrister,Weekly,Smartphone,FALSE
503,33,Male,Iran,Gold,50,888.63,Home Goods,17/3/2023,Recycling officer,Daily,Lamp,TRUE
504,41,Female,,Silver,21,721.82,Home Goods,24/12/2023,Art gallery manager,Bi-weekly,Bedding Set,TRUE
505,57,Male,Philippines,Platinum,3,1852.22,Electronics,25/9/2023,Speech and language therapist,Bi-weekly,Laptop,FALSE
506,65,Male,Iran,Silver,40,1857.12,Clothing,29/12/2023,Translator,Bi-weekly,T-Shirt,TRUE
507,46,Female,China,Bronze,22,457.57,Home Goods,19/9/2023,IT trainer,Weekly,Bedding Set,TRUE
508,57,Non-Binary,Vietnam,Silver,45,1412.57,Electronics,27/6/2023,Primary school teacher,Daily,Laptop,TRUE
509,30,Non-Binary,Bangladesh,Gold,4,956.67,Electronics,2/12/2023,"Engineer, manufacturing",Monthly,Headphones,FALSE
510,19,Female,Pakistan,Platinum,15,1960.6,Home Goods,7/1/2023,Jewellery designer,Daily,Lamp,FALSE
511,29,Male,Japan,Platinum,36,1856.38,Electronics,16/12/2023,Chiropodist,Weekly,Headphones,TRUE
512,49,Female,Pakistan,Silver,2,726.22,Clothing,8/7/2023,Film/video editor,Bi-weekly,Sneakers,FALSE
513,58,Female,Indonesia,Platinum,2,1891.07,Clothing,12/9/2023,Tax adviser,Weekly,Dress,FALSE
514,23,Non-Binary,China,Platinum,34,1923.18,Home Goods,19/2/2023,"Designer, multimedia",Weekly,Coffee Maker,TRUE
515,37,Non-Binary,,Gold,29,1107.36,Electronics,5/2/2023,"Buyer, industrial",Weekly,Smartphone,FALSE
516,37,Non-Binary,Japan,Silver,28,1991.59,Electronics,4/2/2023,Software engineer,Weekly,Laptop,FALSE
517,38,Male,India,Bronze,49,671.44,Clothing,9/6/2023,"Geologist, wellsite",Bi-weekly,Sneakers,FALSE
518,30,Male,Japan,Silver,12,101.09,Home Goods,24/2/2023,Bonds trader,Bi-weekly,Coffee Maker,FALSE
519,32,Non-Binary,Indonesia,Bronze,23,204.98,Clothing,29/10/2023,Music therapist,Monthly,Sneakers,FALSE
520,42,Female,Turkey,Platinum,9,369.38,Electronics,20/12/2023,"Engineer, building services",Monthly,Laptop,TRUE
521,44,Male,Japan,Silver,49,448.9,Electronics,26/5/2023,Interpreter,Monthly,Smartwatch,FALSE
522,45,Female,Bangladesh,Bronze,39,1483.9,Clothing,29/7/2023,"Programmer, systems",Monthly,T-Shirt,FALSE
523,46,Female,Bangladesh,Bronze,16,1061.47,Clothing,16/12/2023,"Designer, blown glass/stained glass",Monthly,T-Shirt,FALSE
524,36,Female,Vietnam,Platinum,20,1558.67,Clothing,14/5/2023,"Nurse, mental health",Weekly,T-Shirt,FALSE
525,47,Non-Binary,Bangladesh,Platinum,6,1459.16,Electronics,5/10/2023,Orthoptist,Weekly,Headphones,TRUE
526,19,Male,Japan,Platinum,38,1798.4,Electronics,18/5/2023,Administrator,Daily,Smartphone,FALSE
527,23,Male,Vietnam,Platinum,41,757.74,Home Goods,8/1/2023,Web designer,Monthly,Coffee Maker,TRUE
528,53,Female,Indonesia,Bronze,50,383.23,Clothing,22/3/2023,Landscape architect,Weekly,Jeans,FALSE
529,63,Male,Pakistan,Platinum,20,653.56,Clothing,11/8/2023,Charity officer,Weekly,Jeans,FALSE
530,18,Non-Binary,Philippines,Gold,1,944.35,Clothing,2/4/2023,Financial manager,Daily,Dress,FALSE
531,31,Non-Binary,Turkey,Platinum,30,849.8,Electronics,4/3/2023,Cartographer,Daily,Headphones,FALSE
532,21,Male,,Silver,4,1323.89,Electronics,23/10/2023,"Research officer, government",Daily,Headphones,TRUE
533,23,Male,Turkey,Bronze,27,1987.78,Electronics,26/1/2023,Commercial art gallery manager,Bi-weekly,Smartphone,TRUE
534,65,Non-Binary,Japan,Gold,3,231.6,Clothing,24/7/2023,Forest/woodland manager,Bi-weekly,T-Shirt,TRUE
535,53,Male,Bangladesh,Gold,31,312.36,Home Goods,18/8/2023,Quality manager,Bi-weekly,Coffee Maker,FALSE
536,57,Male,Japan,Bronze,37,1472.97,Home Goods,10/4/2023,Transport planner,Daily,Bedding Set,TRUE
537,56,Female,Pakistan,Gold,34,1171.53,Home Goods,8/7/2023,Computer games developer,Weekly,Lamp,TRUE
538,,Male,Iran,,46,616.45,Electronics,5/1/2024,"Research officer, political party",Daily,Laptop,FALSE
539,,Female,Turkey,,3,700.89,Home Goods,13/2/2023,Building surveyor,Weekly,Coffee Maker,TRUE
540,34,Male,Iran,Gold,20,1038.04,Clothing,2/1/2024,"Conservation officer, historic buildings",Daily,Sneakers,TRUE
541,64,Non-Binary,India,Bronze,12,428.33,Clothing,26/1/2023,Public relations officer,Monthly,T-Shirt,FALSE
542,48,Male,Vietnam,Platinum,35,1797.06,Clothing,8/6/2023,"Optician, dispensing",Daily,Sneakers,TRUE
543,53,Non-Binary,Bangladesh,Bronze,14,1175.93,Clothing,8/7/2023,Social researcher,Daily,Sneakers,FALSE
544,39,Female,India,Silver,37,1231.09,Electronics,7/3/2023,Health service manager,Daily,Headphones,TRUE
545,63,Male,China,Gold,27,219.26,Electronics,29/6/2023,Tour manager,Monthly,Headphones,FALSE
546,51,Female,Vietnam,Silver,8,779.72,Electronics,24/9/2023,"Engineer, civil (contracting)",Daily,Laptop,TRUE
547,50,Male,Pakistan,Silver,22,1851.09,Home Goods,12/4/2023,Curator,Bi-weekly,Coffee Maker,FALSE
548,,Non-Binary,Indonesia,,14,1462.91,Clothing,21/6/2023,"Surveyor, building control",Daily,T-Shirt,FALSE
549,39,Female,Japan,Bronze,7,1065.13,Home Goods,30/7/2023,Public relations officer,Daily,Bedding Set,FALSE
550,38,Male,Turkey,Silver,19,589.47,Clothing,25/5/2023,Air broker,Daily,Jeans,TRUE
551,25,Male,Indonesia,Bronze,14,1107.93,Home Goods,26/7/2023,Learning disability nurse,Bi-weekly,Bedding Set,FALSE
552,28,Male,India,Gold,40,1789.87,Home Goods,23/5/2023,Air broker,Daily,Lamp,FALSE
553,24,Female,Iran,Bronze,6,881.61,Electronics,10/1/2023,Diagnostic radiographer,Monthly,Headphones,TRUE
554,30,Non-Binary,,Bronze,49,1540.64,Home Goods,30/10/2023,"Sales professional, IT",Daily,Lamp,FALSE
555,47,Female,Japan,Platinum,31,501.8,Electronics,24/10/2023,"Accountant, chartered public finance",Bi-weekly,Smartwatch,FALSE
556,62,Non-Binary,Vietnam,Gold,21,933.9,Electronics,3/12/2023,"Engineer, technical sales",Monthly,Smartwatch,TRUE
557,28,Female,,Gold,39,1170.62,Home Goods,14/11/2023,Regulatory affairs officer,Monthly,Couch,TRUE
558,53,Non-Binary,Japan,Bronze,20,1088.85,Clothing,9/3/2023,Politician's assistant,Monthly,Jeans,FALSE
559,48,Female,,Bronze,22,456.06,Home Goods,9/3/2023,Archaeologist,Monthly,Lamp,TRUE
560,52,Non-Binary,Bangladesh,Silver,12,1342.09,Electronics,6/1/2023,Records manager,Monthly,Smartwatch,TRUE
561,53,Male,India,Platinum,12,650.67,Clothing,1/12/2023,"Sound technician, broadcasting/film/video",Daily,Dress,TRUE
562,49,Non-Binary,,Bronze,6,474.34,Electronics,14/3/2023,Administrator,Daily,Smartphone,TRUE
563,52,Female,Pakistan,Platinum,40,1176.97,Electronics,22/9/2023,Commercial horticulturist,Bi-weekly,Headphones,TRUE
564,63,Female,Iran,Bronze,38,65.83,Home Goods,13/6/2023,"Merchandiser, retail",Weekly,Couch,TRUE
565,53,Male,China,Bronze,46,1142.06,Clothing,10/11/2023,Electronics engineer,Bi-weekly,Jeans,TRUE
566,62,Non-Binary,Pakistan,Platinum,41,670.35,Clothing,12/6/2023,Hydrologist,Monthly,Jeans,FALSE
567,48,Male,Iran,Silver,36,799.96,Clothing,6/6/2023,"Surveyor, rural practice",Weekly,Jeans,FALSE
568,18,Male,Turkey,Bronze,10,1456.61,Clothing,3/2/2023,Animal technologist,Monthly,Jeans,FALSE
569,26,Non-Binary,Pakistan,Platinum,30,1792.49,Home Goods,2/3/2023,Armed forces technical officer,Monthly,Lamp,TRUE
570,53,Female,Pakistan,Platinum,23,490.19,Clothing,2/3/2023,Database administrator,Daily,Jeans,TRUE
571,44,Non-Binary,Indonesia,Gold,3,1957.56,Home Goods,3/5/2023,Office manager,Bi-weekly,Lamp,FALSE
572,27,Non-Binary,,Gold,30,1058.05,Home Goods,27/2/2023,"Research officer, government",Daily,Couch,TRUE
573,57,Male,Indonesia,Gold,35,1568.13,Clothing,18/5/2023,Paediatric nurse,Monthly,Sneakers,TRUE
574,,Female,Turkey,,11,118.89,Home Goods,3/8/2023,"Therapist, sports",Bi-weekly,Lamp,FALSE
575,54,Male,Indonesia,Gold,48,1267.42,Clothing,2/5/2023,"Lighting technician, broadcasting/film/video",Daily,T-Shirt,TRUE
576,34,Male,China,Gold,18,1722.82,Electronics,9/11/2023,Youth worker,Weekly,Smartphone,TRUE
577,41,Male,Japan,Gold,45,510.58,Electronics,10/4/2023,Press sub,Daily,Laptop,FALSE
578,56,Male,Pakistan,Platinum,49,1987.49,Clothing,6/9/2023,Chief Executive Officer,Monthly,Jeans,FALSE
579,54,Non-Binary,China,Gold,4,1302.41,Electronics,10/12/2023,Manufacturing engineer,Weekly,Smartwatch,TRUE
580,48,Non-Binary,China,Silver,25,1382.84,Clothing,8/5/2023,Advertising account executive,Bi-weekly,Dress,FALSE
581,,Female,Philippines,,44,665.59,Home Goods,21/1/2023,Multimedia programmer,Daily,Bedding Set,TRUE
582,57,Non-Binary,India,Gold,22,577.14,Electronics,28/8/2023,"Engineer, electrical",Monthly,Smartphone,FALSE
583,,Female,Japan,,21,1117.84,Home Goods,1/1/2024,Environmental health practitioner,Daily,Couch,FALSE
584,,Female,India,,15,1464.24,Clothing,29/9/2023,"Nurse, children's",Daily,T-Shirt,FALSE
585,56,Non-Binary,Pakistan,Silver,39,1294.26,Home Goods,5/11/2023,"Surveyor, rural practice",Daily,Coffee Maker,TRUE
586,60,Non-Binary,China,Silver,8,1406.52,Clothing,8/8/2023,Chief Financial Officer,Monthly,T-Shirt,TRUE
587,35,Female,Turkey,Gold,17,365.83,Electronics,17/8/2023,IT consultant,Daily,Headphones,FALSE
588,34,Female,,Silver,29,185.33,Electronics,27/2/2023,"Engineer, land",Monthly,Smartwatch,FALSE
589,27,Non-Binary,Vietnam,Platinum,14,1247.23,Electronics,24/5/2023,Consulting civil engineer,Bi-weekly,Laptop,FALSE
590,54,Non-Binary,Philippines,Gold,50,919.47,Clothing,21/10/2023,Futures trader,Daily,Dress,TRUE
591,27,Non-Binary,Vietnam,Gold,26,1170.55,Home Goods,8/1/2023,Firefighter,Monthly,Lamp,FALSE
592,52,Male,,Bronze,25,1910.6,Clothing,4/11/2023,Nutritional therapist,Bi-weekly,Sneakers,TRUE
593,21,Non-Binary,India,Bronze,24,1092.52,Clothing,25/11/2023,"Engineer, biomedical",Monthly,Sneakers,FALSE
594,29,Non-Binary,,Bronze,25,1338.43,Clothing,14/1/2023,Astronomer,Monthly,Sneakers,TRUE
595,23,Non-Binary,Bangladesh,Platinum,48,419.46,Electronics,29/9/2023,Special effects artist,Daily,Smartphone,TRUE
596,42,Male,Iran,Gold,32,1091.18,Clothing,28/12/2023,"Designer, textile",Daily,Sneakers,FALSE
597,43,Male,Japan,Silver,42,1351.27,Clothing,23/1/2023,"Scientist, research (maths)",Weekly,Jeans,FALSE
598,20,Non-Binary,Iran,Silver,32,1324.97,Clothing,23/2/2023,"Nurse, mental health",Daily,Jeans,FALSE
599,29,Non-Binary,Vietnam,Bronze,20,1650.44,Electronics,17/5/2023,"Designer, ceramics/pottery",Weekly,Laptop,FALSE
600,25,Female,,Silver,5,1618.68,Clothing,17/7/2023,Conference centre manager,Monthly,Jeans,TRUE
601,31,Male,India,Silver,22,173.28,Clothing,25/10/2023,Database administrator,Monthly,Sneakers,FALSE
602,46,Male,Turkey,Bronze,9,244.94,Home Goods,26/2/2023,Podiatrist,Monthly,Couch,TRUE
603,23,Male,Pakistan,Bronze,12,1855.97,Home Goods,6/2/2023,Arts administrator,Bi-weekly,Lamp,FALSE
604,31,Male,Pakistan,Gold,34,928.32,Electronics,8/10/2023,Local government officer,Daily,Smartwatch,FALSE
605,58,Female,Vietnam,Gold,27,58.91,Electronics,29/9/2023,Lawyer,Daily,Laptop,TRUE
606,,Non-Binary,India,,30,1552.15,Home Goods,21/9/2023,Building services engineer,Bi-weekly,Couch,FALSE
607,61,Female,Japan,Platinum,12,361.53,Electronics,9/12/2023,Customer service manager,Bi-weekly,Smartwatch,TRUE
608,39,Non-Binary,Japan,Platinum,3,253.62,Electronics,5/4/2023,Magazine features editor,Weekly,Laptop,TRUE
609,50,Male,,Bronze,16,1456.74,Home Goods,15/3/2023,Trading standards officer,Bi-weekly,Bedding Set,FALSE
610,25,Female,,Silver,7,512.38,Clothing,25/9/2023,Office manager,Monthly,T-Shirt,TRUE
611,55,Female,India,Bronze,28,332.64,Home Goods,18/5/2023,"Surveyor, rural practice",Weekly,Coffee Maker,TRUE
612,64,Male,Japan,Gold,18,444.31,Electronics,20/12/2023,Chartered management accountant,Daily,Laptop,TRUE
613,47,Female,,Silver,49,719.97,Clothing,2/3/2023,Amenity horticulturist,Weekly,Jeans,FALSE
614,23,Female,Turkey,Platinum,14,1203.58,Clothing,16/8/2023,"Producer, television/film/video",Daily,Jeans,FALSE
615,38,Female,India,Silver,38,1895.19,Home Goods,3/1/2024,Insurance claims handler,Monthly,Couch,TRUE
616,64,Non-Binary,Philippines,Bronze,28,1085.69,Clothing,14/1/2023,Probation officer,Daily,Jeans,FALSE
617,,Male,China,,14,308.79,Clothing,5/9/2023,Software engineer,Daily,Sneakers,FALSE
618,63,Female,Iran,Bronze,30,954.33,Electronics,10/1/2023,"Conservation officer, nature",Monthly,Headphones,TRUE
619,63,Non-Binary,India,Bronze,41,187.86,Home Goods,19/7/2023,Careers adviser,Daily,Bedding Set,FALSE
620,61,Male,Pakistan,Gold,48,1867.87,Home Goods,25/1/2023,"Administrator, local government",Bi-weekly,Couch,TRUE
621,41,Female,Vietnam,Bronze,24,764.54,Home Goods,25/3/2023,Accounting technician,Daily,Coffee Maker,FALSE
622,39,Male,India,Bronze,42,983.06,Home Goods,11/1/2023,Heritage manager,Weekly,Coffee Maker,TRUE
623,40,Female,Turkey,Platinum,18,156.2,Clothing,13/7/2023,Public affairs consultant,Monthly,T-Shirt,TRUE
624,63,Non-Binary,Bangladesh,Gold,29,1260.85,Home Goods,16/1/2023,Estate agent,Daily,Lamp,FALSE
625,23,Female,Philippines,Silver,19,1918.6,Electronics,11/11/2023,Geophysicist/field seismologist,Weekly,Smartphone,TRUE
626,27,Male,Iran,Bronze,19,862.25,Home Goods,3/4/2023,Medical physicist,Weekly,Lamp,TRUE
627,65,Non-Binary,,Bronze,19,418.67,Electronics,9/9/2023,Customer service manager,Bi-weekly,Headphones,TRUE
628,49,Non-Binary,,Platinum,30,642.96,Electronics,2/8/2023,Chartered management accountant,Weekly,Smartphone,TRUE
629,41,Female,Bangladesh,Bronze,10,738.59,Clothing,12/10/2023,"Psychologist, clinical",Weekly,Sneakers,FALSE
630,29,Non-Binary,Bangladesh,Silver,11,513.92,Electronics,27/7/2023,"Programmer, systems",Weekly,Headphones,FALSE
631,31,Non-Binary,,Bronze,43,668.04,Clothing,22/10/2023,"Engineer, civil (contracting)",Bi-weekly,Jeans,TRUE
632,,Male,Indonesia,,32,1548.61,Clothing,26/7/2023,Radiation protection practitioner,Weekly,Sneakers,TRUE
633,48,Female,,Silver,37,1470.66,Clothing,16/7/2023,"Therapist, nutritional",Daily,T-Shirt,FALSE
634,61,Non-Binary,,Bronze,20,98.35,Home Goods,15/9/2023,"Therapist, horticultural",Monthly,Bedding Set,FALSE
635,,Non-Binary,Turkey,,38,1076.55,Clothing,27/9/2023,"Engineer, civil (contracting)",Daily,Dress,FALSE
636,50,Female,Philippines,Silver,32,669.63,Home Goods,19/4/2023,Firefighter,Daily,Bedding Set,TRUE
637,27,Non-Binary,Indonesia,Platinum,24,802.92,Electronics,13/8/2023,"Runner, broadcasting/film/video",Bi-weekly,Smartwatch,FALSE
638,31,Non-Binary,Japan,Platinum,48,1985.56,Clothing,11/8/2023,Metallurgist,Weekly,Dress,TRUE
639,,Non-Binary,Iran,,10,455.18,Clothing,12/4/2023,Insurance broker,Bi-weekly,Dress,FALSE
640,18,Female,China,Gold,27,391.04,Clothing,7/1/2023,Estate manager/land agent,Weekly,Dress,TRUE
641,53,Female,,Bronze,20,1677.44,Clothing,28/4/2023,Nature conservation officer,Monthly,T-Shirt,FALSE
642,34,Female,India,Platinum,8,1324.94,Clothing,6/6/2023,"Nurse, mental health",Weekly,Jeans,FALSE
643,25,Female,Philippines,Platinum,5,1217.84,Clothing,14/3/2023,Insurance broker,Monthly,Sneakers,TRUE
644,62,Male,Vietnam,Gold,33,1479.27,Electronics,26/8/2023,Furniture designer,Weekly,Smartphone,TRUE
645,47,Non-Binary,Pakistan,Silver,23,368.45,Clothing,5/7/2023,Ergonomist,Monthly,Sneakers,FALSE
646,36,Female,India,Bronze,33,427.94,Home Goods,4/10/2023,"Teacher, adult education",Daily,Coffee Maker,TRUE
647,38,Non-Binary,India,Gold,18,1386.62,Home Goods,4/7/2023,Recruitment consultant,Daily,Bedding Set,FALSE
648,18,Male,Iran,Gold,24,1568.68,Clothing,15/7/2023,"Psychotherapist, child",Weekly,Jeans,FALSE
649,30,Non-Binary,,Bronze,27,947.96,Electronics,7/11/2023,Manufacturing systems engineer,Weekly,Smartwatch,TRUE
650,37,Non-Binary,Philippines,Gold,9,1643.23,Home Goods,13/4/2023,Education administrator,Bi-weekly,Bedding Set,FALSE
651,65,Male,,Silver,9,1720.79,Electronics,18/1/2023,Housing manager/officer,Weekly,Smartphone,FALSE
652,23,Female,Bangladesh,Bronze,5,86.67,Clothing,30/5/2023,Product manager,Daily,T-Shirt,FALSE
653,48,Male,Indonesia,Gold,3,179.18,Home Goods,31/12/2023,"Designer, exhibition/display",Daily,Coffee Maker,FALSE
654,29,Non-Binary,Bangladesh,Gold,2,227.02,Home Goods,16/8/2023,Biomedical engineer,Bi-weekly,Coffee Maker,FALSE
655,24,Non-Binary,China,Bronze,34,473.15,Electronics,14/8/2023,Speech and language therapist,Weekly,Laptop,FALSE
656,31,Non-Binary,Philippines,Platinum,24,1411.36,Electronics,25/5/2023,Trade mark attorney,Daily,Headphones,TRUE
657,45,Male,Philippines,Silver,27,270.05,Clothing,3/11/2023,"Production assistant, radio",Monthly,Jeans,TRUE
658,41,Non-Binary,Pakistan,Gold,36,1458.17,Electronics,22/7/2023,"Designer, blown glass/stained glass",Monthly,Headphones,TRUE
659,56,Non-Binary,,Gold,44,1953.55,Clothing,12/9/2023,Proofreader,Monthly,Dress,FALSE
660,22,Female,China,Gold,12,74.93,Home Goods,29/4/2023,Public relations account executive,Daily,Couch,FALSE
661,27,Female,Vietnam,Platinum,45,1201.59,Electronics,11/10/2023,Warehouse manager,Daily,Smartphone,TRUE
662,30,Non-Binary,Japan,Platinum,8,504.1,Clothing,25/4/2023,Stage manager,Bi-weekly,Sneakers,TRUE
663,40,Female,Iran,Platinum,32,1047.26,Electronics,18/5/2023,Advertising account executive,Daily,Smartwatch,TRUE
664,32,Non-Binary,Philippines,Silver,2,244.23,Electronics,2/12/2023,Chief of Staff,Monthly,Smartphone,TRUE
665,56,Non-Binary,,Gold,10,640.37,Home Goods,17/11/2023,"Accountant, chartered management",Daily,Lamp,TRUE
666,30,Female,Japan,Platinum,32,1034.35,Home Goods,14/7/2023,Recycling officer,Daily,Couch,TRUE
667,,Female,Iran,,21,1713.1,Clothing,15/5/2023,Insurance claims handler,Daily,Sneakers,FALSE
668,49,Female,,Silver,20,1445.66,Clothing,10/11/2023,"Education officer, community",Monthly,Dress,TRUE
669,53,Male,India,Bronze,26,563.61,Home Goods,26/6/2023,"Horticulturist, amenity",Bi-weekly,Bedding Set,TRUE
670,21,Male,Iran,Bronze,9,1682.02,Clothing,13/3/2023,General practice doctor,Daily,Sneakers,TRUE
671,24,Female,India,Gold,23,853.26,Electronics,1/2/2023,Estate agent,Weekly,Headphones,FALSE
672,,Male,Bangladesh,,8,708.31,Electronics,5/4/2023,Chartered accountant,Bi-weekly,Smartwatch,TRUE
673,35,Male,Pakistan,Platinum,38,93.36,Clothing,26/6/2023,Artist,Monthly,T-Shirt,TRUE
674,24,Non-Binary,,Silver,22,1018.63,Home Goods,16/7/2023,Dance movement psychotherapist,Weekly,Bedding Set,TRUE
675,30,Female,India,Bronze,35,467.46,Clothing,12/12/2023,Biomedical engineer,Bi-weekly,Dress,FALSE
676,57,Non-Binary,Pakistan,Bronze,46,1696.16,Electronics,8/3/2023,"Surveyor, building control",Bi-weekly,Smartwatch,TRUE
677,31,Female,Japan,Bronze,42,1656.29,Home Goods,5/8/2023,"Radiographer, diagnostic",Monthly,Bedding Set,FALSE
678,44,Female,Indonesia,Gold,40,1054.97,Home Goods,31/3/2023,Software engineer,Weekly,Coffee Maker,TRUE
679,31,Non-Binary,Indonesia,Platinum,18,1877.47,Home Goods,25/2/2023,"Designer, television/film set",Monthly,Couch,FALSE
680,41,Female,Indonesia,Silver,16,343.42,Home Goods,5/8/2023,Product manager,Monthly,Couch,FALSE
681,44,Female,India,Gold,42,363.14,Home Goods,4/3/2023,"Physicist, medical",Weekly,Couch,FALSE
682,30,Male,Vietnam,Silver,20,955.11,Home Goods,27/5/2023,Marketing executive,Monthly,Couch,FALSE
683,28,Female,Iran,Silver,2,553.87,Clothing,2/2/2023,Learning mentor,Weekly,T-Shirt,TRUE
684,19,Male,Vietnam,Bronze,21,1223.12,Electronics,11/6/2023,Farm manager,Bi-weekly,Laptop,TRUE
685,64,Male,Iran,Silver,8,1163.4,Home Goods,5/11/2023,"Scientist, audiological",Bi-weekly,Couch,FALSE
686,56,Male,Iran,Gold,22,1673.05,Home Goods,20/6/2023,"Administrator, sports",Weekly,Coffee Maker,FALSE
687,24,Male,Japan,Silver,18,906.98,Clothing,10/3/2023,"Designer, interior/spatial",Daily,Sneakers,FALSE
688,38,Non-Binary,India,Platinum,31,1381.34,Clothing,23/10/2023,Print production planner,Bi-weekly,Sneakers,TRUE
689,19,Non-Binary,Bangladesh,Bronze,48,1341.34,Electronics,17/1/2023,Artist,Weekly,Smartwatch,TRUE
